query_id	labels	specificity
78241	20537 11040	0.000432
78242	90	0.0180512
78243	4859 35	0.002909
78244	2	0.0581971
78245	5	0.123527
78246	1987 89	0.0006992
78247	136049	9.5e-06
78248	11764 1898	2.01e-05
78249	106	0.0203896
78250	1567 736	0.0002324
78251	2495	0.0048589
78252	29	0.191599
78253	2493	0.0028101
78254	90	0.0180512
78255	3456 89	0.001113
78256	28817	1.64e-05
78257	91550	9.8e-06
78258	5727	0.0010829
78259	35	0.0368312
78260	99151	1.7e-05
78261	33	0.034613
78262	13919 652	2.03e-05
78263	107	0.0105398
78264	26	0.0073
78265	142	0.0086892
78266	8	0.137973
78267	0	0.0097939
78268	1515 1363	4.91e-05
78269	2212 968	0.0010172
78270	29857	6.63e-05
78271	4558 1127	2.22e-05
78272	9	0.131031
78273	26563	0.0001196
78274	3840	0.0018121
78275	4073 89	0.0016236
78276	89	0.170741
78277	103632	1.39e-05
78278	90	0.0180512
78279	19870	0.000334
78280	28	0.0705726
78281	106	0.0203896
78282	40	0.0081678
78283	1567 6	0.0005345
78284	810 653	0.000101
78285	593 115	0.0017644
78286	3348	0.001838
78287	5478	0.0003719
78288	3197	0.0026361
78289	2104	0.0038687
78290	2910 89	0.0003389
78291	1597 14	0.0004486
78292	1363	0.0039114
78293	1318 15	0.0002959
78294	55895 29	0.0001031
78295	18842	0.0001164
78296	26	0.0073
78297	1476 16	0.0003325
78298	11727 135	3.02e-05
78299	8105 464	0.0007188
78300	106	0.0203896
78301	28	0.0705726
78302	5548 497	0.000129
78303	6310 5744	0.0011687
78304	5692 2212	0.0009761
78305	53869	1.55e-05
78306	8149 4735	0.000299
78307	7902 337	0.0014755
78308	91	0.0236403
78309	933	0.0050898
78310	650 630	0.0006952
78311	1332 6	0.0002425
78312	2620 29	0.0014459
78313	336	0.0145691
78314	11532 3879	2.51e-05
78315	5692 464	0.0010404
78316	5617 20	0.0001909
78317	12	0.0648527
78318	12405 29	0.0001088
78319	6618 91	0.0001614
78320	3102 1175	0.0003476
78321	515	0.0058954
78322	2493	0.0028101
78323	515	0.0058954
78324	2169	0.0047348
78325	1980 20	0.000345
78326	3269 3	0.0003543
78327	23559 3197	3.36e-05
78328	7808	0.0023745
78329	4396	0.0001759
78330	14991	2.14e-05
78331	11565 29	3.42e-05
78332	5558	0.0014577
78333	19373	0.0001795
78334	38	0.0296922
78335	9438	0.0016177
78336	2364 14	0.0002848
78337	89	0.170741
78338	106	0.0203896
78339	69141	1.49e-05
78340	1363	0.0039114
78341	7984 3870	2.27e-05
78342	28	0.0705726
78343	8628 451	6.88e-05
78344	93	0.0154208
78345	3805 13	0.0002773
78346	6562	0.002253
78347	26	0.0073
78348	35	0.0368312
78349	19931 23	6.11e-05
78350	17	0.0991156
78351	1681 7	0.0003
78352	635	0.0047455
78353	6265 2212	2.66e-05
78354	4	0.113336
78355	4	0.113336
78356	27206	0.0001656
78357	19758	1.29e-05
78358	717 7	0.0001169
78359	705	0.0021847
78360	3523 17	0.0002572
78361	25545 25497	0.0001133
78362	8647 8181	0.0001334
78363	42	0.0085986
78364	28	0.0705726
78365	38	0.0296922
78366	3119 600	0.000285
78367	25538 12607	0.0001507
78368	19	0.0869037
78369	2066 9	0.0005746
78370	7116 6598	0.0001042
78371	100	0.0508944
78372	1	0.0266844
78373	3301 1527	0.0003312
78374	1966 1394	0.0001571
78375	74369	2.73e-05
78376	37748 16045	6.82e-05
78377	106	0.0203896
78378	8921 5188	4.07e-05
78379	348	0.006714
78380	933	0.0050898
78381	9805	0.0002238
78382	2406 2376	4.1e-05
78383	11478 5692	0.0002873
78384	7	0.133382
78385	19	0.0869037
78386	336	0.0145691
78387	141367	1.35e-05
78388	2259 910	5.15e-05
78389	16027 1154	1.84e-05
78390	29	0.191599
78391	85550	1.18e-05
78392	3437	0.0028275
78393	335	0.0072052
78394	348	0.006714
78395	19348	6.9e-05
78396	4738 3161	2.54e-05
78397	12071 573	1.9e-05
78398	814 23	0.0017584
78399	17948 12	5.79e-05
78400	27289	1.52e-05
78401	8073 7994	2.11e-05
78402	42642 8628	3.17e-05
78403	13577 1476	9.93e-05
78404	4442 12	0.0004726
78405	42	0.0085986
78406	5852 4220	8.83e-05
78407	4442 90	0.0025545
78408	1837 1059	3.09e-05
78409	7135 2212	3.04e-05
78410	5701	0.0014609
78411	339	0.0080063
78412	3983 1952	4.03e-05
78413	106	0.0203896
78414	5786	0.0010279
78415	407	0.002698
78416	28	0.0705726
78417	1	0.0266844
78418	89	0.170741
78419	163127	9.2e-06
78420	1589	0.0033896
78421	483 410	3.51e-05
78422	16	0.0909268
78423	9888 968	0.0002259
78424	17	0.0991156
78425	8	0.137973
78426	6709	0.0020738
78427	9321	0.0012633
78428	1395	0.0029617
78429	12859 933	3.29e-05
78430	7359 10	2.14e-05
78431	1901	0.0046992
78432	35	0.0368312
78433	7	0.133382
78434	6960 5362	8.82e-05
78435	516 7	0.0001381
78436	4011	0.002387
78437	2289 9	0.0003173
78438	90	0.0180512
78439	35	0.0368312
78440	106	0.0203896
78441	39340 35026	4.87e-05
78442	142	0.0086892
78443	1427	0.0017832
78444	25255	1.72e-05
78445	1348 89	0.0005909
78446	106	0.0203896
78447	1923 7	0.0003737
78448	62290	6.64e-05
78449	1282	0.0006254
78450	3108 1530	2.68e-05
78451	1315 89	0.0017804
78452	142	0.0086892
78453	18212 29	2.18e-05
78454	18	0.09593
78455	2	0.0581971
78456	8	0.137973
78457	3326 19	0.000346
78458	8661 468	0.0006345
78459	7	0.133382
78460	1549	0.0020061
78461	8228 23	0.0007721
78462	106	0.0203896
78463	10507 4725	5.48e-05
78464	4604 1593	1.36e-05
78465	5545 1565	2.51e-05
78466	6248 29	0.0001275
78467	650 4	0.0004614
78468	6961 603	0.0006645
78469	142	0.0086892
78470	42	0.0085986
78471	7423 3458	0.0001099
78472	414 23	0.0018663
78473	6503 4107	3.23e-05
78474	1027	0.0048896
78475	75107 3108	1.91e-05
78476	1592 434	7.88e-05
78477	392 335	0.002846
78478	58834 5029	3.44e-05
78479	4156	0.0005205
78480	13	0.0805928
78481	515	0.0058954
78482	387 23	0.0006062
78483	725	0.0017359
78484	336	0.0145691
78485	89	0.170741
78486	5525 1516	3.18e-05
78487	9150 5495	8.05e-05
78488	11138 8655	6.8e-05
78489	7773	0.0001591
78490	4094 2776	0.000761
78491	6	0.12844
78492	4904 14	5.64e-05
78493	1	0.0266844
78494	13245	0.0013689
78495	3738 1633	3.52e-05
78496	6959 3458	0.0003733
78497	1402 727	3e-05
78498	19135 6186	0.0001565
78499	8194 16	2.36e-05
78500	100	0.0508944
78501	6735 5752	2.39e-05
78502	26	0.0073
78503	113	0.0071253
78504	9474 90	0.0010332
78505	4295 103	4.84e-05
78506	80377	1.35e-05
78507	53569 6709	2.67e-05
78508	12549 75	0.0008147
78509	37747 6180	6.82e-05
78510	100	0.0508944
78511	93	0.0154208
78512	0	0.0097939
78513	90475	9.7e-06
78514	2376	0.0032562
78515	8668 2193	0.0007863
78516	8	0.137973
78517	4454	0.0049355
78518	10177 1337	0.0002801
78519	28	0.0705726
78520	2033	0.0042067
78521	51360	1.18e-05
78522	3713	0.0011645
78523	3823 657	7.78e-05
78524	12544	0.0011035
78525	6562	0.002253
78526	1504 16	0.0001319
78527	100	0.0508944
78528	5723 1527	7.73e-05
78529	95	0.0110695
78530	2895 21	0.0032537
78531	5247	1.08e-05
78532	70842	1.49e-05
78533	67955	1.33e-05
78534	4736 2	0.0001841
78535	90	0.0180512
78536	1024 28	0.0002094
78537	1065 22	0.0001827
78538	35	0.0368312
78539	1027	0.0048896
78540	1926 1498	2.69e-05
78541	2126	1.85e-05
78542	2314	0.0023858
78543	89	0.170741
78544	4147	0.0022901
78545	26	0.0073
78546	10801 8074	8.16e-05
78547	90	0.0180512
78548	66150	1.63e-05
78549	6083	0.0031519
78550	27291 968	7.49e-05
78551	33	0.034613
78552	2063 336	0.0007361
78553	603	0.0010501
78554	62170	1.59e-05
78555	73436	1.92e-05
78556	38	0.0296922
78557	13310 1155	2.48e-05
78558	604 23	0.0018291
78559	10935 16	0.0001189
78560	27376 9610	0.0004774
78561	19	0.0869037
78562	9888 2194	0.0001065
78563	91	0.0236403
78564	29077 1639	7.44e-05
78565	63278 7161	1.18e-05
78566	8669 91	0.0007751
78567	17	0.0991156
78568	345	0.034881
78569	5852 4	6.44e-05
78570	2025 36	0.0002392
78571	4	0.113336
78572	95	0.0110695
78573	4	0.113336
78574	19466	1.72e-05
78575	28	0.0705726
78576	12574	1.91e-05
78577	3606 8	0.000806
78578	17	0.0991156
78579	38	0.0296922
78580	35	0.0368312
78581	6506	0.0004525
78582	1772 1056	0.00075
78583	8620 3245	0.0001096
78584	2714	0.0016879
78585	2495 15	0.0004596
78586	35	0.0368312
78587	4442 23	0.0014835
78588	4073	0.0028016
78589	8622 8054	5.42e-05
78590	28	0.0705726
78591	1685	0.0032957
78592	8	0.137973
78593	19	0.0869037
78594	3302 1923	0.0004307
78595	35	0.0368312
78596	6	0.12844
78597	90	0.0180512
78598	35	0.0368312
78599	6936 784	3.62e-05
78600	1632	0.0031804
78601	142	0.0086892
78602	1391 89	0.0012874
78603	3165 558	0.0002158
78604	7423 426	6.01e-05
78605	5545 345	6.98e-05
78606	2511 12	3.64e-05
78607	38232	1.51e-05
78608	359	0.0031224
78609	103	0.0137207
78610	1629	0.0047872
78611	7808	0.0023745
78612	8667 8230	0.0007923
78613	91	0.0236403
78614	142	0.0086892
78615	6653	0.0023096
78616	1615 90	0.0001691
78617	2970	0.0037858
78618	1898	0.0025202
78619	93	0.0154208
78620	91574	1.37e-05
78621	6310 1347	4.99e-05
78622	3918 556	2.65e-05
78623	25480 7949	3.72e-05
78624	9525 8213	2.69e-05
78625	10624	0.0006468
78626	1898	0.0025202
78627	101695	1.44e-05
78628	945	0.0018727
78629	103406	1.75e-05
78630	814	0.0027741
78631	1551	0.0022723
78632	115838	9.2e-06
78633	44814 39793	2.66e-05
78634	14878 1634	0.0001081
78635	5046 24	0.0001074
78636	1522 414	5.69e-05
78637	6036 5188	4.33e-05
78638	90	0.0180512
78639	6193	0.001711
78640	25478 1770	0.0001307
78641	1268	0.00545
78642	23869 2388	3e-05
78643	0	0.0097939
78644	4860 1958	0.0006833
78645	19	0.0869037
78646	13426 9336	1.81e-05
78647	0	0.0097939
78648	68471 46612	1.04e-05
78649	932	0.0053541
78650	1361 19	0.0001234
78651	12772	0.0007804
78652	4183 1242	0.0002124
78653	40	0.0081678
78654	97958	1.5e-05
78655	8	0.137973
78656	67070 5537	2.39e-05
78657	622	0.0015665
78658	51183 91	0.0001466
78659	95	0.0110695
78660	1155 23	0.0013166
78661	18	0.09593
78662	2105 29	0.0001024
78663	106	0.0203896
78664	6259	0.0013467
78665	91	0.0236403
78666	3461	0.0002858
78667	2495	0.0048589
78668	1905 1175	8.63e-05
78669	91	0.0236403
78670	11606 89	0.0007179
78671	24	0.0499079
78672	3518	0.002516
78673	8347 4815	0.0002144
78674	2841 89	0.0025701
78675	26	0.0073
78676	68721	1.13e-05
78677	1551	0.0022723
78678	7808	0.0023745
78679	606 605	0.0035435
78680	91	0.0236403
78681	8783 363	0.0004496
78682	106	0.0203896
78683	95	0.0110695
78684	1038	0.0029648
78685	35	0.0368312
78686	522 89	0.0015879
78687	9438 8	0.0002785
78688	90	0.0180512
78689	142	0.0086892
78690	345	0.034881
78691	35	0.0368312
78692	4831 3614	3.95e-05
78693	910 909	0.0008668
78694	5893 363	0.0022374
78695	6141 8	0.0002934
78696	8	0.137973
78697	593 115	0.0017644
78698	1472 591	5.99e-05
78699	24	0.0499079
78700	5214 4052	0.0008283
78701	106	0.0203896
78702	8	0.137973
78703	635	0.0047455
78704	4727 999	1.69e-05
78705	1402 23	0.0020118
78706	3897	0.001283
78707	95	0.0110695
78708	8	0.137973
78709	106	0.0203896
78710	5784 23	0.0006176
78711	106	0.0203896
78712	65243 5692	5.25e-05
78713	9	0.131031
78714	4	0.113336
78715	630	0.0045248
78716	35	0.0368312
78717	2531 2529	0.0004036
78718	13	0.0805928
78719	2012 29	0.0006977
78720	3213 100	0.0025328
78721	1056 13	0.0003245
78722	2003 545	3.92e-05
78723	2063	0.0045856
78724	109095	1.75e-05
78725	731 683	1.99e-05
78726	98	0.0180067
78727	342	0.0041123
78728	35	0.0368312
78729	1313	0.0029545
78730	89	0.170741
78731	1004	0.0020404
78732	19670	6.38e-05
78733	142	0.0086892
78734	8617 7058	0.0008209
78735	28	0.0705726
78736	5525 89	0.0008529
78737	18612 14396	3.28e-05
78738	339	0.0080063
78739	93	0.0154208
78740	3614 29	0.000639
78741	35	0.0368312
78742	402 23	0.0006373
78743	8	0.137973
78744	12052	0.0001413
78745	100	0.0508944
78746	1	0.0266844
78747	16123 590	2.07e-05
78748	4477 3084	3.23e-05
78749	6464	0.0016335
78750	1793 13	7.63e-05
78751	1287 91	0.0023571
78752	11618	0.0007673
78753	1443	0.0031307
78754	6001 2193	0.0007766
78755	1253 345	0.0001504
78756	1	0.0266844
78757	8408	0.0013025
78758	128673 103	2.11e-05
78759	5396 705	6.96e-05
78760	3713 1987	0.0001436
78761	107903	1.15e-05
78762	95	0.0110695
78763	35	0.0368312
78764	2970 29	0.0005764
78765	17	0.0991156
78766	4075 1002	6.8e-05
78767	91	0.0236403
78768	339	0.0080063
78769	36245 33662	4.4e-05
78770	64734 8230	1.51e-05
78771	2637	0.0013513
78772	8670 471	0.0001582
78773	346	0.0037554
78774	2694 580	6.34e-05
78775	3119	0.0029991
78776	35	0.0368312
78777	4194 8	5.87e-05
78778	1992 750	4.44e-05
78779	89	0.170741
78780	1155 23	0.0013166
78781	8290	0.0026558
78782	4160 606	0.0002638
78783	2895	0.0038555
78784	35	0.0368312
78785	22666	7.07e-05
78786	7571	0.0019121
78787	11907 15	0.0001339
78788	492	0.0026712
78789	2174	0.0016802
78790	38	0.0296922
78791	6255 605	0.0006136
78792	3428	0.002043
78793	2046 4	0.0003372
78794	3738 2961	2.9e-05
78795	580	0.004175
78796	610 20	0.0004493
78797	35	0.0368312
78798	40	0.0081678
78799	3808	0.0044578
78800	1849	0.0034925
78801	3606 2212	0.0008069
78802	6	0.12844
78803	23335	1.47e-05
78804	1980	0.0039408
78805	810	0.0042889
78806	68796 4926	3.48e-05
78807	1242	0.0011675
78808	17	0.0991156
78809	2018	0.002141
78810	3545	0.0012889
78811	57251	5.93e-05
78812	6908	0.0006995
78813	1549	0.0020061
78814	1134 23	0.0009353
78815	485 2	0.0001343
78816	29	0.191599
78817	7823	0.0002773
78818	5498 5214	7.12e-05
78819	4187 637	5.86e-05
78820	96689	1.14e-05
78821	95	0.0110695
78822	9630 616	0.0002179
78823	2559 810	8.74e-05
78824	2256	0.0029699
78825	1640 1	9.76e-05
78826	3677 3676	0.0003942
78827	35	0.0368312
78828	1	0.0266844
78829	32189 23	3.81e-05
78830	4793 11	6.67e-05
78831	1003 117	0.0022038
78832	2982 38	0.0001643
78833	4582 89	0.0001592
78834	25460 6513	0.0001299
78835	26	0.0073
78836	8	0.137973
78837	85546	1.35e-05
78838	131202 2618	2.59e-05
78839	55727	1.42e-05
78840	12569 7035	7.2e-06
78841	2	0.0581971
78842	95	0.0110695
78843	3080 23	0.0018131
78844	11	0.0679536
78845	8	0.137973
78846	2618 11	0.0001836
78847	106	0.0203896
78848	515	0.0058954
78849	3427	0.0023581
78850	19230 113	6.88e-05
78851	1131 23	0.0005522
78852	8564 8563	4.75e-05
78853	1985	0.0055809
78854	4361	0.0015426
78855	16	0.0909268
78856	1929 832	2.21e-05
78857	28	0.0705726
78858	2620 107	0.0032685
78859	93	0.0154208
78860	346	0.0037554
78861	4324 13	0.0002887
78862	95	0.0110695
78863	1	0.0266844
78864	336	0.0145691
78865	16	0.0909268
78866	1085	0.0043584
78867	40	0.0081678
78868	129100	1.19e-05
78869	17482 7097	7.01e-05
78870	106	0.0203896
78871	3183 23	0.0007274
78872	3106	0.0006816
78873	35	0.0368312
78874	42	0.0085986
78875	5507	0.0018766
78876	747 23	0.0019873
78877	932 23	0.0020008
78878	12569 7035	7.2e-06
78879	9719	0.0002114
78880	6605 2346	9.91e-05
78881	5	0.123527
78882	3328	0.000576
78883	4652 1551	7.48e-05
78884	76837	1.79e-05
78885	6167 23	0.0008542
78886	95	0.0110695
78887	6001 335	2.56e-05
78888	93	0.0154208
78889	6728	0.0020468
78890	8657 8118	0.0006255
78891	3162 810	8.74e-05
78892	6274 4220	0.0001152
78893	59066	1.36e-05
78894	8	0.137973
78895	7387	0.0004732
78896	142	0.0086892
78897	1589 23	0.0018548
78898	2493	0.0028101
78899	38	0.0296922
78900	8633 1122	0.0008089
78901	635 627	0.0002399
78902	1624	0.0023061
78903	5893 363	0.0022374
78904	32419 32417	0.0001158
78905	8661 7058	0.0006353
78906	90	0.0180512
78907	13	0.0805928
78908	35	0.0368312
78909	106	0.0203896
78910	1449 134	0.0007091
78911	936 736	0.0002902
78912	35	0.0368312
78913	5547 1893	2.04e-05
78914	2531 29	0.0003185
78915	2620	0.006262
78916	13657	0.0003264
78917	28	0.0705726
78918	10656 705	0.0001294
78919	696 38	7.35e-05
78920	2003 1952	0.0001794
78921	4258 4	0.0002133
78922	2656 1849	0.0003048
78923	3102 536	0.0001106
78924	55912	9.14e-05
78925	98	0.0180067
78926	7058 968	0.0009124
78927	0	0.0097939
78928	89	0.170741
78929	345	0.034881
78930	6961 655	0.0001757
78931	490	0.0041586
78932	106	0.0203896
78933	40	0.0081678
78934	8	0.137973
78935	95	0.0110695
78936	22882	0.0002476
78937	6616 2964	8.95e-05
78938	112497	1.09e-05
78939	2196 380	0.0011366
78940	1980 910	6.52e-05
78941	19669 2718	0.0001722
78942	8	0.137973
78943	18	0.09593
78944	35	0.0368312
78945	106	0.0203896
78946	1135	0.002058
78947	949 89	0.0004188
78948	100	0.0508944
78949	26	0.0073
78950	17	0.0991156
78951	4340 1507	7.2e-05
78952	28	0.0705726
78953	2302 6	0.0005844
78954	60265	1.29e-05
78955	1433 14	0.0004259
78956	8054 7088	1.96e-05
78957	31939	5.8e-06
78958	8638 29	0.0008035
78959	8657 8646	0.0006281
78960	35	0.0368312
78961	1549	0.0020061
78962	392 8	0.0006018
78963	78895	9.9e-06
78964	35	0.0368312
78965	4008 5	0.000408
78966	515	0.0058954
78967	18723	1.13e-05
78968	2966 1905	0.0001562
78969	131	0.0051747
78970	26	0.0073
78971	95	0.0110695
78972	573 22	0.00012
78973	630	0.0045248
78974	933	0.0050898
78975	11478 8655	0.0001546
78976	11831	0.0016718
78977	5412 23	0.0003136
78978	2012 6	0.0005288
78979	5638 118	0.0007619
78980	15	0.0905943
78981	8661 7097	0.0006319
78982	1456	0.0019887
78983	1393 19	0.0004104
78984	60888	1.35e-05
78985	8	0.137973
78986	1893	0.0025596
78987	1277	0.0024261
78988	499 89	0.0010442
78989	893	0.0031167
78990	3593	0.0046015
78991	38	0.0296922
78992	91	0.0236403
78993	24557 3808	0.0001167
78994	8	0.137973
78995	24222 17247	2.01e-05
78996	16760 3687	2.26e-05
78997	1215	0.0013246
78998	35	0.0368312
78999	17	0.0991156
79000	80513	1.08e-05
79001	93	0.0154208
79002	19	0.0869037
79003	91	0.0236403
79004	12547 4219	0.0010781
79005	11267 29	0.0001706
79006	3458 640	7.75e-05
79007	23232 1770	5.19e-05
79008	18879 6544	4.17e-05
79009	64439	9.1e-06
79010	7935 851	6.17e-05
79011	17	0.0991156
79012	345	0.034881
79013	35	0.0368312
79014	2651 1313	4.07e-05
79015	2025 100	9.4e-05
79016	40	0.0081678
79017	6	0.12844
79018	1535 1495	0.0006268
79019	100	0.0508944
79020	346	0.0037554
79021	35	0.0368312
79022	753	0.0037139
79023	7745 7742	0.0001329
79024	6474 3805	0.0002153
79025	1038	0.0029648
79026	1681 1112	0.0004809
79027	1317 21	7.51e-05
79028	933	0.0050898
79029	26	0.0073
79030	113	0.0071253
79031	5926	0.0024992
79032	11478 8051	2.63e-05
79033	95	0.0110695
79034	928	0.0033679
79035	35170 7	2.33e-05
79036	95	0.0110695
79037	4702	0.0019871
79038	0	0.0097939
79039	2903 3	3.94e-05
79040	40619	0.0002857
79041	6235 2380	3.03e-05
79042	9297	0.0003026
79043	5108 4	0.0001075
79044	5214 968	0.0009809
79045	123273	3.24e-05
79046	2196	0.0022495
79047	24995 1559	9.67e-05
79048	12859	0.0006266
79049	3323	0.0004202
79050	1985	0.0055809
79051	61521 8631	1.6e-05
79052	8	0.137973
79053	44551 39793	2.92e-05
79054	107	0.0105398
79055	1898	0.0025202
79056	4780 3	0.0002312
79057	2841 89	0.0025701
79058	11787 23	0.0001677
79059	4558 1444	0.0001809
79060	28	0.0705726
79061	3677	0.0031056
79062	28	0.0705726
79063	13845 536	2.42e-05
79064	18328 4408	0.0001375
79065	110797	1.45e-05
79066	2148 928	0.0001068
79067	4657 29	0.0005831
79068	33415 8	2.63e-05
79069	12241 6344	4.04e-05
79070	35	0.0368312
79071	35	0.0368312
79072	35	0.0368312
79073	410	0.0031785
79074	21	0.0688177
79075	7965 6050	3.2e-05
79076	106	0.0203896
79077	2556	0.0008744
79078	11799 8706	2.41e-05
79079	12772 3350	3.94e-05
79080	103	0.0137207
79081	144081	1.01e-05
79082	35	0.0368312
79083	95	0.0110695
79084	5610 23	0.0005228
79085	103	0.0137207
79086	2241	0.0019597
79087	7546 4	0.0004184
79088	50611 548	6.03e-05
79089	1722 936	0.0002048
79090	20	0.0851688
79091	67958	3.1e-05
79092	95	0.0110695
79093	6960 635	0.0003127
79094	5746	0.0006456
79095	12410 3	7.03e-05
79096	933	0.0050898
79097	1849 1480	3.14e-05
79098	17	0.0991156
79099	1085 23	0.0016965
79100	2003 23	0.0008807
79101	1548	0.004679
79102	348	0.006714
79103	5537 868	4.76e-05
79104	12330 650	4.39e-05
79105	5166	0.0008893
79106	3531 23	0.0014964
79107	107	0.0105398
79108	580	0.004175
79109	10714	0.0013309
79110	11139	0.0006045
79111	103	0.0137207
79112	8640 8207	2.49e-05
79113	1303	0.0034654
79114	9438	0.0016177
79115	106	0.0203896
79116	36971 2380	1.8e-05
79117	1559 933	9.14e-05
79118	756	0.0009149
79119	2849 2105	4.43e-05
79120	142	0.0086892
79121	35	0.0368312
79122	13036 89	0.0001645
79123	20	0.0851688
79124	8230 1479	8.21e-05
79125	1546 1	0.0001246
79126	9381 6	5e-05
79127	515	0.0058954
79128	10251 8	8.91e-05
79129	1303 93	2.52e-05
79130	35	0.0368312
79131	35	0.0368312
79132	93	0.0154208
79133	2975 1643	6.79e-05
79134	107	0.0105398
79135	95	0.0110695
79136	4341	1.88e-05
79137	95	0.0110695
79138	1985	0.0055809
79139	100	0.0508944
79140	21385 29	4.15e-05
79141	108860	1.65e-05
79142	5617 19	0.0002126
79143	8202 3279	0.0008416
79144	1285 23	0.0013634
79145	1985	0.0055809
79146	7363 3805	1.9e-05
79147	28	0.0705726
79148	939	0.0017196
79149	89	0.170741
79150	4	0.113336
79151	8631 2195	0.0006737
79152	44577 15600	1.69e-05
79153	4220	0.0031932
79154	819	0.0018
79155	6	0.12844
79156	3967 1615	9.77e-05
79157	4315	0.0012553
79158	10899 8616	0.0002485
79159	725 713	2.21e-05
79160	44290 3646	4.08e-05
79161	8422 89	0.000683
79162	34289 444	3.24e-05
79163	109191	1.8e-05
79164	2620	0.006262
79165	28	0.0705726
79166	1535 1495	0.0006268
79167	7129 4004	4.81e-05
79168	25501	0.0001761
79169	5511 3986	2.34e-05
79170	95	0.0110695
79171	2395 348	9.81e-05
79172	345	0.034881
79173	762	0.0036775
79174	89	0.170741
79175	1567	0.0038854
79176	5633 89	0.0001812
79177	2006	0.0054106
79178	95	0.0110695
79179	10755 89	0.0002441
79180	9445 7437	3.99e-05
79181	1589 23	0.0018548
79182	8	0.137973
79183	87555	1.42e-05
79184	464 91	0.0010162
79185	89	0.170741
79186	7693 652	8.07e-05
79187	35	0.0368312
79188	107	0.0105398
79189	23603 6681	5.24e-05
79190	4	0.113336
79191	1871 1515	2.91e-05
79192	2656	0.0052612
79193	8020 810	5.57e-05
79194	17	0.0991156
79195	93	0.0154208
79196	1008 23	0.0002793
79197	2847 1341	0.0004764
79198	95	0.0110695
79199	38	0.0296922
79200	25853 25826	4.12e-05
79201	3426 1155	0.0003797
79202	4008	0.0035202
79203	17	0.0991156
79204	107	0.0105398
79205	16107 4957	0.000176
79206	2282	0.004388
79207	623 610	0.0008063
79208	6935 129	0.0002141
79209	3681 2970	9.93e-05
79210	1785 89	8.26e-05
79211	16	0.0909268
79212	630	0.0045248
79213	90	0.0180512
79214	20	0.0851688
79215	84102	1.6e-05
79216	9623 23	0.0003437
79217	11532 6001	2.27e-05
79218	38	0.0296922
79219	4442	0.0042939
79220	1065 22	0.0001827
79221	2687 23	0.0004166
79222	810 14	0.0003596
79223	142	0.0086892
79224	103	0.0137207
79225	6609 345	2.6e-05
79226	3523 1985	0.0012986
79227	515 23	0.002127
79228	3370 89	0.0002638
79229	1232 11	3.52e-05
79230	3904	0.002476
79231	54341 29	3.02e-05
79232	515	0.0058954
79233	44290 3646	4.08e-05
79234	7546 19	0.0003906
79235	67935	1.15e-05
79236	5906 16	8.94e-05
79237	24	0.0499079
79238	29	0.191599
79239	3279 91	0.0014494
79240	7466	0.0004509
79241	1476 23	0.0012276
79242	0	0.0097939
79243	6044	0.0012314
79244	3820 89	0.0006153
79245	2982 7	0.0006575
79246	91	0.0236403
79247	42	0.0085986
79248	21025 2964	2.26e-05
79249	17172 23	8.65e-05
79250	768 7	0.0005216
79251	1143	0.0022328
79252	23985 8647	1.7e-05
79253	91	0.0236403
79254	90	0.0180512
79255	3130 936	4.21e-05
79256	38	0.0296922
79257	102	0.0058842
79258	35	0.0368312
79259	810 8	0.0005273
79260	55313	1.01e-05
79261	24	0.0499079
79262	414 89	0.001455
79263	2374 12	7.86e-05
79264	19	0.0869037
79265	72286	1.66e-05
79266	320	1.54e-05
79267	14438 5692	2.96e-05
79268	2	0.0581971
79269	3523 1985	0.0012986
79270	1027 23	0.0015437
79271	17	0.0991156
79272	4	0.113336
79273	99	0.0051176
79274	2259 558	0.0002402
79275	336	0.0145691
79276	6960 635	0.0003127
79277	38	0.0296922
79278	7902 337	0.0014755
79279	4449 23	0.0016862
79280	2656 9	0.0006313
79281	93	0.0154208
79282	7	0.133382
79283	148277	1.17e-05
79284	2210 22	4.79e-05
79285	8660 9	0.0002919
79286	7405 2289	5.08e-05
79287	3	0.0948589
79288	8654 9	0.0003004
79289	14452 23	9.52e-05
79290	7463	0.0005464
79291	9454	4.82e-05
79292	108496	1.01e-05
79293	1819	0.0020568
79294	55734 1989	2.9e-05
79295	2620	0.006262
79296	142	0.0086892
79297	26	0.0073
79298	142	0.0086892
79299	1106 14	4.55e-05
79300	939 23	0.0005581
79301	6962 606	0.0001715
79302	33	0.034613
79303	13	0.0805928
79304	18	0.09593
79305	552 548	0.0001802
79306	25	0.0176508
79307	89	0.170741
79308	15047	0.0007506
79309	3279 13	0.0008385
79310	3750 1515	5.75e-05
79311	13577 3642	3.18e-05
79312	90	0.0180512
79313	95	0.0110695
79314	2193	0.0015107
79315	26	0.0073
79316	922 593	0.000575
79317	40	0.0081678
79318	93	0.0154208
79319	20334 93	4.94e-05
79320	21	0.0688177
79321	61877 5085	2e-05
79322	9235	0.0005143
79323	4967 1898	2.51e-05
79324	106	0.0203896
79325	17	0.0991156
79326	4115	0.0034484
79327	13116 6474	9.44e-05
79328	2880 16	3.12e-05
79329	100	0.0508944
79330	392 335	0.002846
79331	93	0.0154208
79332	6474 3168	2.16e-05
79333	2175 336	0.0018767
79334	28	0.0705726
79335	1	0.0266844
79336	7588 2694	4.52e-05
79337	1835	0.0007781
